645.54795 1000
388.69863 881.92192
200.34247 872.37237
328.76712 720.72072
143 715
253 655
0 552.55255
20.54795 232.73273
231.16438 43.54354
773.9726 0
922.94521 3.003
916.09589 483.48348
717.46575 351.35135
854.45205 141.14114
530.82192 75.07508
479.45205 315.31532
171.23288 315.31532
138.69863 521.02102
369.86301 486.48649
715 490
577.05479 533.03303
791.09589 540.54054
979.45205 669.66967
1000 957.95796
842.46575 950.45045
880.13699 752.25225
744.86301 632.13213
506.84932 632.13213
546.23288 776.27628
660.9589 782.28228
672.94521 692.19219
761.9863 695.1952
751.71233 842.34234
