26.79 35.71
8.93 17.86
35.71 0.00
62.50 35.71
125.00 0.00
98.21 35.71
151.79 17.86
151.79 35.71
125.00 53.57
169.64 71.43
187.50 44.64
178.57 17.86
232.14 0.00
241.07 62.50
276.79 80.36
267.86 35.71
330.36 71.43
258.93 125.00
339.29 125.00
232.14 142.86
267.86 178.57
205.36 205.36
250.00 267.86
303.57 294.64
258.93 241.07
303.57 223.21
348.21 250.00
303.57 178.57
372.00 205.36
357.14 116.07
383.93 116.07
419.64 214.29
419.64 125.00
375.00 80.36
375.00 44.64
357.14 8.93
410.71 35.71
410.71 8.93
463.21 71.43
491.07 17.86
500.00 0.00
508.93 71.43
544.64 26.79
571.43 98.21
580.36 35.71
625.00 125.00
598.21 0.00
651.79 35.71
678.57 0.00
741.07 17.86
726.43 57.57
758.93 44.64
758.93 17.86
767.86 0.00
812.50 17.86
767.86 80.36
794.64 125.00
732.14 116.07
767.86 172.64
696.43 169.64
785.71 232.14
696.43 223.21
723.21 276.79
616.07 223.21
616.07 303.57
553.57 198.43
562.50 294.64
589.29 303.57
491.07 330.36
633.93 339.29
660.71 276.79
705.36 339.29
750.00 258.93
776.79 321.43
821.43 232.14
803.57 187.50
821.43 133.93
794.64 98.21
875.00 53.57
892.86 0.00
928.57 35.71
1000.00 0.00
928.57 62.50
1000.00 98.21
901.79 107.14
964.29 125.00
919.64 160.71
1000.00 169.64
955.36 232.14
1000.00 294.64
883.93 258.93
955.36 330.36
857.14 294.64
892.86 357.14
821.43 342.29
812.50 401.79
767.86 375.00
750.00 419.64
794.64 446.43
785.71 410.71
848.21 410.71
830.36 437.50
866.07 464.29
839.29 482.14
866.07 526.79
803.57 526.79
785.71 562.50
723.21 500.00
705.36 553.57
678.57 526.79
678.57 482.14
651.79 482.14
687.50 455.36
660.71 410.71
616.07 428.57
598.21 508.93
562.50 464.29
553.57 580.36
526.79 455.36
491.07 491.07
419.64 482.14
473.21 553.57
508.93 526.79
544.64 625.00
589.29 535.71
633.93 517.86
633.93 598.21
687.50 580.36
732.14 642.86
732.14 580.36
794.64 616.07
812.50 562.50
883.93 535.71
883.93 491.07
919.64 410.71
875.00 419.64
910.71 392.86
875.00 383.93
964.29 357.14
1000.00 419.64
955.36 446.43
973.21 508.93
937.50 535.71
964.29 580.36
910.71 589.29
982.14 642.86
901.79 640.86
1000.00 705.36
839.29 660.71
830.36 705.36
910.71 741.07
875.00 776.79
785.71 714.29
732.14 741.07
785.71 803.57
812.50 767.86
857.14 821.43
910.71 776.79
928.57 714.29
955.36 750.00
955.36 812.50
901.79 848.21
946.43 866.07
1000.00 910.71
892.86 910.71
875.00 883.93
848.21 1000.00
812.50 946.43
821.43 910.71
776.79 901.79
767.86 964.29
723.21 910.71
750.00 883.93
750.00 848.21
687.50 883.93
687.50 955.36
714.29 973.21
633.93 1000.00
562.50 883.93
500.00 919.64
455.36 848.21
553.57 803.57
616.07 839.29
589.29 758.93
500.00 750.00
455.36 785.71
437.50 705.36
357.14 767.86
392.86 812.50
437.50 821.43
392.86 883.93
428.57 910.71
428.57 937.50
482.14 964.29
428.57 1000.00
330.36 883.93
321.43 928.57
294.64 875.00
312.50 830.36
276.79 830.36
232.14 892.86
267.86 928.57
267.86 964.29
223.21 964.29
223.21 919.64
160.71 937.50
142.86 883.93
71.43 830.36
178.57 830.36
142.86 758.93
187.50 767.86
187.50 687.50
232.14 696.43
232.14 607.14
276.79 705.36
348.21 607.14
303.57 571.43
357.14 544.64
285.71 491.07
223.21 553.57
160.71 589.29
196.43 625.00
107.14 633.93
142.86 705.36
98.21 723.21
116.07 767.86
44.64 794.64
26.79 875.00
62.50 901.79
80.36 937.50
62.50 964.29
0.00 1000.00
0.00 937.50
17.86 928.57
0.00 830.36
0.00 741.07
26.79 750.00
0.00 669.64
35.71 660.71
8.93 625.00
62.50 607.14
62.50 562.50
35.71 580.36
17.86 517.86
116.07 526.79
80.36 437.50
214.29 437.50
160.71 464.29
187.50 482.14
276.79 437.50
232.14 401.79
303.57 401.79
303.57 446.43
348.21 366.07
214.29 357.14
160.71 410.71
107.14 321.43
80.36 357.14
89.29 392.86
44.64 437.50
0.00 383.93
62.50 285.71
0.00 267.86
80.36 205.36
26.79 178.57
80.36 125.00
17.86 125.00
