312.0915 975.7085
160.13072 879.89204
281.04575 740.89069
508.16993 811.06613
444.44444 819.16329
305.55556 774.62888
250 862.34818
372.54902 959.51417
388.88889 910.93117
330.06536 867.74629
364.37908 835.35762
447.71242 927.12551
465.68627 962.21323
524.5098 890.68826
436.27451 855.60054
568.62745 817.81377
504.90196 717.94872
254.90196 685.56005
156.86275 813.76518
55.55556 824.5614
13.0719 715.24966
93.13725 582.99595
178.10458 611.33603
81.69935 738.19163
111.11111 753.03644
197.71242 672.06478
196.07843 578.94737
40.84967 515.51957
6.53595 410.25641
45.75163 261.80837
0 144.39946
101.30719 21.59244
401.96078 0
454.24837 174.08907
318.62745 168.69096
333.33333 110.66127
390.52288 136.30229
356.20915 64.77733
174.8366 67.47638
88.23529 151.1471
124.18301 288.79892
169.93464 265.85695
127.45098 182.18623
204.24837 102.5641
276.14379 94.46694
307.18954 198.38057
228.75817 218.62348
256.53595 261.80837
375.81699 191.63293
437.9085 273.95412
364.37908 290.14845
284.31373 376.51822
183.00654 319.83806
104.57516 364.37247
101.30719 430.49933
169.93464 438.59649
303.92157 562.75304
282.67974 605.93792
349.6732 611.33603
431.37255 480.43185
299.01961 461.53846
370.91503 398.11066
468.95425 329.28475
459.15033 249.66262
547.38562 242.91498
531.04575 167.34143
465.68627 89.06883
598.03922 21.59244
720.58824 21.59244
936.27451 26.99055
980.39216 116.05938
970.58824 225.37112
870.91503 209.17679
872.54902 125.50607
818.62745 74.22402
725.4902 86.36977
599.6732 67.47638
589.86928 221.32254
707.51634 214.5749
656.86275 147.09852
816.99346 117.40891
851.30719 160.59379
772.87582 164.64238
782.67974 246.96356
959.15033 253.7112
1000 330.63428
849.6732 394.06208
828.43137 336.03239
709.15033 311.74089
746.73203 229.4197
689.54248 242.91498
650.3268 303.64372
602.94118 259.10931
527.77778 298.24561
524.5098 442.64507
426.47059 619.4332
519.60784 619.4332
648.69281 435.89744
571.89542 372.46964
785.94771 372.46964
727.12418 443.9946
882.35294 443.9946
985.29412 392.71255
986.9281 515.51957
704.24837 604.58839
660.13072 568.15115
598.03922 680.16194
712.4183 793.52227
802.28758 758.43455
733.66013 705.80297
813.72549 638.32659
964.05229 619.4332
995.09804 742.24022
916.66667 748.98785
883.98693 701.75439
841.50327 831.30904
947.71242 844.80432
964.05229 967.61134
800.65359 987.85425
723.85621 869.09582
655.22876 859.64912
609.47712 929.82456
607.84314 997.30094
496.73203 1000
