160.97561 904.05405
65.04065 755.40541
193.49593 735.13514
123.57724 787.83784
240.65041 850
284.55285 732.43243
146.34146 605.40541
68.29268 712.16216
9.7561 677.02703
9.7561 518.91892
204.87805 490.54054
334.95935 552.7027
157.72358 528.37838
102.43902 570.27027
204.87805 571.62162
401.62602 701.35135
404.87805 547.2973
173.98374 386.48649
0 298.64865
26.01626 74.32432
491.05691 0
658.53659 2.7027
661.78862 56.75676
531.70732 25.67568
440.65041 101.35135
250.4065 82.43243
74.79675 175.67568
221.13821 286.48649
245.52846 206.75676
191.86992 187.83784
299.18699 144.59459
375.60976 201.35135
489.43089 140.54054
512.19512 177.02703
325.20325 271.62162
395.12195 354.05405
676.42276 197.2973
614.63415 129.72973
747.96748 55.40541
816.26016 145.94595
796.74797 55.40541
905.69106 41.89189
1000 314.86486
817.88618 208.10811
760.97561 367.56757
609.7561 335.13514
487.80488 447.2973
530.0813 510.81081
630.89431 462.16216
720.3252 529.72973
839.02439 417.56757
962.60163 598.64865
842.27642 541.89189
751.21951 698.64865
931.70732 777.02703
921.95122 920.27027
817.88618 922.97297
793.49593 851.35135
603.25203 766.21622
643.90244 601.35135
523.57724 568.91892
517.07317 874.32432
717.07317 928.37838
658.53659 1000
388.61789 990.54054
471.54472 785.13514
385.36585 775.67568
276.42276 927.02703
